最高気温(℃),平均気温(℃),降水量の合計(mm),日照時間(時間),平均風速(m/s),平均雲量(10分比),平均湿度(％),子供割合,ice1,ice2,ice3,ice4,ice5,ice6,ice7,ice8,売り上げ
21.6,14.799999999999999,0.0,9.4,3.9,6.5,50.0,11.4,450,450,200,250,100,350,400,100,0.6199972863003144
30.7,26.2,0.0,2.2,2.3,10.0,74.0,11.9,450,350,400,150,250,300,150,200,0.6397049092115776
17.3,12.799999999999999,0.0,3.9,1.3,10.0,70.0,11.3,400,350,200,200,400,350,100,300,0.6079914930325333
24.1,18.2,43.52324879033915,12.4,2.6,4.8,61.0,10.8,200,350,400,300,300,100,100,300,0.43826694026454405
14.700000000000001,8.899999999999999,0.0,9.5,2.8,0.0,64.0,11.3,200,400,300,250,250,250,250,150,0.5891899677263858
35.199999999999996,30.4,0.0,13.5,3.2,3.3,66.0,11.9,450,200,100,150,250,300,200,400,0.6437823484345976
33.199999999999996,28.7,0.0,9.3,2.4,8.3,75.0,12.6,250,250,350,300,400,200,200,350,0.6495587206672092
19.7,14.7,61.07258129576642,2.0,1.7,10.0,78.0,10.9,350,200,400,250,300,400,300,100,0.436733974162735
12.3,8.2,0.0,6.3,2.9,1.3,63.0,10.8,350,300,300,350,200,200,400,350,0.6022151207999217
28.0,23.9,62.00233843497273,2.0,3.5,9.8,83.0,10.8,450,300,350,450,450,450,150,100,0.46626374222916056
18.1,12.7,56.94406054408808,7.2,1.7,6.0,70.0,11.3,450,250,300,100,400,100,300,450,0.43665329173632406
18.7,14.6,0.0,1.8,3.8,10.0,83.0,11.3,250,400,100,150,350,150,300,200,0.5914552117391746
18.3,12.1,0.0,6.6,1.9,9.5,63.0,11.3,100,400,350,100,100,150,300,350,0.5891899677263858
17.6,15.1,51.49379689152762,1.5,4.5,9.8,82.0,11.4,450,200,250,250,100,250,250,400,0.42761685997829224
22.400000000000002,17.3,0.0,3.5,2.4,9.3,74.0,11.0,200,350,250,300,200,350,250,350,0.6179585666888044
31.400000000000002,26.4,0.0,10.8,2.3,2.8,71.0,10.8,300,250,100,300,150,400,100,450,0.6351744211859999
26.3,22.0,0.0,0.6,1.7,10.0,53.0,11.3,400,200,150,350,200,400,450,300,0.6378927140013466
16.400000000000002,12.0,0.0,6.2,4.2,7.3,78.0,11.9,450,450,350,250,150,150,300,450,0.618638139892641
26.7,20.0,0.0,13.5,4.7,3.3,45.0,11.0,100,250,350,100,400,300,400,300,0.6289450001508304
37.199999999999996,31.7,0.0,10.1,2.5,5.5,70.0,10.9,250,200,300,400,100,150,200,200,0.6376661896000676
18.7,16.9,112.49415393363162,0.0,2.8,10.0,88.0,10.9,200,400,400,400,450,400,300,350,0.4554522970900867
12.700000000000001,8.0,30.776384670487143,7.9,2.5,5.3,61.0,11.3,250,250,300,350,400,100,250,350,0.42293727924646757
26.0,22.9,0.0,0.6,2.3,10.0,79.0,10.9,350,250,300,450,100,150,250,350,0.625773658532926
26.3,23.099999999999998,0.0,2.1,2.5,10.0,69.0,11.9,150,400,350,200,100,450,300,250,0.6261134451348443
30.5,25.599999999999998,8.878247480572309,9.0,2.3,3.8,72.0,11.3,150,400,100,250,100,350,300,150,0.4411357679516521
26.1,20.2,0.0,5.0,2.9,10.0,61.0,11.0,150,450,350,150,300,100,350,400,0.6288317379501909
11.600000000000001,7.1000000000000005,0.0,7.9,2.3,6.8,76.0,11.9,150,200,100,250,250,350,150,150,0.5578163381492598
22.400000000000002,15.2,0.0,11.5,3.1,3.5,44.0,10.8,400,350,450,150,150,450,300,100,0.6249808231284499
21.1,17.099999999999998,0.0,4.0,2.4,10.0,70.0,11.3,300,150,400,150,250,300,400,400,0.6203370729022326
21.6,18.0,0.0,0.1,2.1,10.0,64.0,10.9,200,400,250,200,350,450,350,450,0.6351744211859999
35.199999999999996,30.4,0.0,13.5,3.2,3.3,66.0,10.8,250,400,300,300,300,300,350,200,0.6605451541292352
12.3,7.7,0.0,5.2,3.5,4.8,53.0,11.0,350,450,350,100,150,300,250,250,0.5902093275321407
26.2,19.7,0.0,3.3,2.4,10.0,85.0,11.3,150,350,450,200,450,150,300,450,0.6403844824154142
31.0,26.3,6.191081939894535,8.2,2.7,9.5,70.0,11.0,100,250,300,450,400,150,400,150,0.4566178201670628
4.7,3.5999999999999996,27.4977363442588,0.2,1.8,8.8,90.0,11.3,200,400,450,450,400,300,100,200,0.4168054148395667
28.5,23.2,0.0,8.2,3.5,5.3,61.0,11.3,350,350,200,250,300,300,150,150,0.6249808231284499
32.5,27.8,4.1683929504475525,5.5,2.7,9.5,81.0,11.3,100,300,350,200,100,300,250,100,0.4455333248085245
27.900000000000002,23.9,19.96024429670331,4.1,2.0,9.0,67.0,11.3,100,150,350,200,250,450,400,400,0.4527897777284689
13.9,9.799999999999999,0.0,2.1,1.5,8.8,66.0,11.0,100,350,450,200,300,150,200,400,0.5920215227423717
13.600000000000001,9.6,0.0,7.3,3.6,7.8,61.0,12.6,350,100,400,250,150,150,450,100,0.5801289916752302
9.3,5.4,0.0,2.2,2.9,7.8,50.0,12.6,200,200,300,100,450,200,200,350,0.5698221314170409
19.1,16.2,0.0,0.1,2.1,9.8,90.0,10.9,400,200,300,300,100,150,450,250,0.6057262490197445
20.2,13.399999999999999,19.711365338975792,11.0,2.3,5.3,40.0,11.3,300,100,150,100,200,150,450,150,0.41494971986623486
19.5,14.799999999999999,35.15573967497925,8.7,2.1,4.5,54.0,11.9,200,100,450,400,350,250,400,100,0.43584646747221434
32.9,28.3,0.0,7.5,3.3,4.5,75.0,11.0,100,150,400,400,350,100,100,250,0.6289450001508304
9.700000000000001,5.3,0.0,8.0,3.3,4.3,67.0,11.3,200,350,100,300,450,300,250,200,0.581601400283543
21.8,15.899999999999999,0.0,10.3,4.9,3.8,61.0,11.3,450,100,250,150,150,350,450,400,0.6205635973035116
10.700000000000001,8.1,26.520900090653047,0.0,2.9,10.0,77.0,11.3,200,300,450,100,100,300,300,100,0.4051064630105225
28.5,24.9,0.0,1.5,3.5,8.5,80.0,11.4,450,200,300,400,200,300,250,250,0.6386855494058226
31.3,26.0,0.0,8.2,3.2,6.3,75.0,11.9,450,300,250,300,300,350,350,150,0.652050489081277
28.900000000000002,26.099999999999998,0.0,0.0,2.3,10.0,92.0,12.6,400,250,150,200,200,250,150,250,0.6124087188574716
25.7,24.2,0.0,0.0,2.7,9.3,98.0,11.3,150,450,250,200,450,350,400,400,0.6470669522531415
18.3,11.6,0.0,6.8,2.1,4.8,75.0,11.4,350,200,200,350,400,100,250,200,0.5980244193762623
28.400000000000002,22.9,0.0,11.1,2.7,4.5,63.0,11.3,250,250,150,200,450,200,250,350,0.6281521647463544
23.0,16.8,0.0,6.0,5.1,5.8,67.0,11.4,300,150,450,200,200,200,250,150,0.6019885963986429
23.8,17.8,12.865792835122388,10.5,1.6,3.8,64.0,11.3,300,100,400,150,100,400,450,300,0.44262462774699596
19.400000000000002,12.0,0.0,10.0,1.3,0.0,66.0,11.0,450,400,150,100,200,350,300,150,0.6048201514146289
29.2,26.0,0.0,2.5,1.9,8.8,64.0,11.0,300,400,300,450,250,350,100,200,0.6415171044218086
9.9,7.3,0.0,8.0,6.0,5.5,70.0,11.3,300,400,100,250,100,200,450,100,0.5692558204138436
9.100000000000001,4.1,26.62592935347087,5.6,3.0,5.0,64.0,11.3,250,350,250,100,100,200,150,150,0.39195522750541384
20.3,19.2,0.0,0.0,4.8,10.0,94.0,11.3,400,250,450,200,250,300,250,400,0.6247542987271709
6.3,3.4000000000000004,14.474592396826038,9.4,5.2,1.3,41.0,11.4,150,150,250,200,200,250,400,400,0.402363412683639
16.0,11.0,0.0,6.4,1.2,6.8,75.0,10.8,100,350,100,300,250,100,200,200,0.5729934730349453
11.600000000000001,8.6,0.0,4.2,2.6,5.8,57.0,10.8,250,450,350,250,350,350,200,250,0.6004029255896907
27.8,21.2,0.0,11.8,2.5,4.0,72.0,11.3,300,450,150,150,150,150,100,300,0.6102567370453222
20.0,17.599999999999998,0.0,0.0,2.8,9.3,86.0,11.3,200,300,300,300,450,400,350,450,0.6364203053930337
27.3,24.5,0.0,0.0,2.5,10.0,89.0,11.3,200,250,350,250,250,250,250,450,0.6306439331604221
16.7,11.7,0.0,7.9,3.9,1.3,68.0,11.9,350,300,450,250,450,300,150,150,0.6118424078542745
22.900000000000002,16.8,19.694664081795267,10.9,2.4,0.0,50.0,11.3,250,250,150,450,450,100,150,150,0.4322964415941253
30.1,25.3,0.0,9.9,2.5,6.3,64.0,10.9,250,350,200,300,450,300,200,100,0.6357407321891971
8.9,6.0,36.57810527365307,1.1,1.8,9.3,74.0,11.3,200,100,100,100,250,350,200,350,0.39494047728183784
36.9,31.7,0.0,9.2,2.9,10.0,68.0,10.9,300,400,250,100,400,300,400,250,0.6647358555528946
18.900000000000002,13.299999999999999,0.0,10.0,2.1,0.0,65.0,10.9,400,400,400,400,150,300,100,300,0.6204503351028722
17.7,10.7,4.065677997226771,11.8,2.8,2.5,41.0,10.9,400,100,450,250,250,250,150,200,0.4312750608696451
12.600000000000001,9.1,7.900136030372162,7.2,5.9,5.3,67.0,11.3,400,400,100,200,250,350,300,100,0.41683763195754236
23.1,20.599999999999998,0.0,0.0,1.6,10.0,92.0,11.3,400,350,200,400,100,400,300,100,0.6207901217047904
14.3,9.799999999999999,0.0,9.5,4.6,5.3,53.0,10.9,350,300,450,200,150,350,400,200,0.6057262490197445
12.9,8.4,0.0,7.5,1.7,5.8,69.0,11.0,300,200,350,150,400,350,300,100,0.5904358519334196
24.900000000000002,23.099999999999998,0.0,0.2,2.0,10.0,93.0,11.0,100,400,250,400,450,350,100,250,0.6282654269469938
18.2,14.899999999999999,0.0,2.1,1.6,8.5,71.0,11.0,200,100,150,350,250,150,150,100,0.5709547534234354
26.6,22.099999999999998,0.0,3.7,3.9,6.8,72.0,11.0,150,350,250,200,350,250,400,200,0.6245277743258921
25.400000000000002,19.9,0.0,8.7,3.0,4.5,67.0,10.8,150,450,100,350,200,450,200,150,0.61886466429392
28.7,26.2,23.145396090992534,0.7,2.6,9.8,72.0,10.8,300,150,300,300,450,200,150,250,0.44730337205159176
12.600000000000001,7.0,0.0,7.0,2.6,2.3,71.0,11.0,450,150,200,450,100,300,200,150,0.582620760089298
8.4,4.0,21.48954113793639,4.5,4.9,9.8,52.0,11.0,250,300,250,150,450,200,150,450,0.4126906112324703
32.3,28.5,6.626052475515786,2.3,3.3,9.3,76.0,11.9,350,400,450,300,350,400,150,200,0.47164145283847647
27.0,23.0,0.0,8.0,1.9,4.0,75.0,11.0,200,200,150,250,450,250,250,350,0.6246410365265316
23.7,19.7,18.13931450169026,1.1,2.9,8.0,66.0,11.3,300,400,300,250,400,400,200,300,0.4525477341227035
30.2,25.599999999999998,17.143706593102156,6.8,3.4,7.3,66.0,11.0,350,450,350,150,100,200,450,450,0.4644080585957477
21.0,14.899999999999999,2.1836055151353664,10.6,2.3,0.0,49.0,11.0,200,200,450,300,100,400,200,300,0.46858540355242706
9.5,4.3,0.0,6.1,2.6,4.3,70.0,11.3,300,100,150,250,400,150,100,250,0.5591754845569331
30.1,24.8,0.0,3.5,2.4,8.5,70.0,10.8,350,250,350,100,150,450,100,200,0.6252073475297288
22.0,16.2,104.22603939934702,8.7,1.7,5.5,63.0,11.4,150,300,150,100,350,350,450,350,0.43858966997018795
9.0,4.9,91.17733217900387,9.7,4.7,1.8,49.0,11.0,100,300,450,250,450,400,100,250,0.4183383809410274
9.8,3.5,30.282187626559068,9.9,2.7,0.5,55.0,11.3,300,200,200,350,100,400,300,350,0.4156758608694859
27.900000000000002,22.4,45.042481942280176,13.6,4.3,3.0,49.0,11.3,250,450,250,200,150,200,400,250,0.4482715611395079
28.3,23.7,5.669712611035904,2.6,2.8,10.0,80.0,11.0,250,100,300,100,200,400,250,300,0.4406631909453091
18.400000000000002,15.1,0.0,1.9,5.1,7.5,85.0,11.3,150,400,200,450,400,450,450,100,0.6254338719310077
8.5,4.1,0.0,6.0,4.2,5.3,59.0,11.3,150,200,450,100,100,100,150,300,0.5497747219038593
27.900000000000002,23.9,3.281634338103789,4.1,2.0,9.0,67.0,11.3,250,450,200,350,400,300,300,250,0.47150139273054276
30.0,25.9,0.0,3.2,3.6,10.0,87.0,11.0,250,200,400,100,150,450,300,300,0.6340417991796053
18.3,16.6,34.48850929358915,0.0,5.1,10.0,95.0,12.6,350,350,450,250,150,200,450,150,0.4356851026193925
25.400000000000002,18.8,35.631742413307165,9.1,3.1,9.3,60.0,11.3,200,400,450,400,100,100,350,300,0.44843292599233
34.8,29.2,0.0,6.9,3.8,9.3,73.0,10.8,100,400,300,300,250,400,200,100,0.6425364642275636
15.4,10.1,0.0,5.3,3.0,5.0,68.0,10.8,300,300,100,200,400,300,400,350,0.6053864624178261
13.600000000000001,8.4,5.452093104540182,6.6,3.0,7.5,63.0,12.6,150,400,450,400,250,250,450,300,0.4406882254254287
11.8,7.0,0.0,4.5,2.3,8.8,69.0,12.6,250,400,150,300,250,300,300,200,0.5842064308982503
18.5,13.0,0.0,8.5,2.3,4.5,67.0,12.6,150,450,100,450,150,200,250,150,0.5902093275321407
4.8999999999999995,1.7,128.83536246956547,6.2,4.3,5.5,71.0,11.3,400,250,350,400,400,150,450,450,0.4292305085065122
9.9,7.3,0.0,8.0,6.0,5.5,70.0,10.9,300,350,200,100,300,450,150,200,0.576731125656047
23.400000000000002,17.099999999999998,99.65501151136806,10.1,5.4,5.5,54.0,11.0,250,350,200,100,450,100,250,350,0.43560442019298107
22.1,16.4,0.0,10.2,4.0,3.3,58.0,10.8,400,450,150,400,100,150,450,400,0.6315500307655376
27.2,21.2,0.0,9.2,2.4,3.8,62.0,11.3,450,450,200,350,200,300,300,250,0.6440088728358765
15.8,11.0,10.110653448576883,3.3,1.9,10.0,51.0,11.3,150,450,250,200,200,400,350,450,0.435133254099827
6.5,4.1,0.0,9.3,5.6,1.5,56.0,11.3,150,350,400,150,300,200,250,200,0.565518167792742
18.7,15.2,0.0,1.1,1.8,7.8,82.0,10.8,450,150,200,250,200,350,150,350,0.6022151207999217
10.9,6.7,0.0,10.7,6.7,0.5,48.0,11.3,400,350,300,150,200,250,250,350,0.5854523151052841
7.0,2.2,0.0,6.2,2.4,6.3,58.0,11.3,300,250,350,350,400,350,300,300,0.5953061265609157
24.5,22.0,0.0,0.0,4.1,10.0,86.0,10.9,450,300,350,400,200,300,400,150,0.6380059762019858
26.6,25.8,0.0,0.0,1.7,10.0,94.0,11.3,100,400,200,200,450,200,350,150,0.6206768595041511
9.8,8.899999999999999,0.0,0.1,2.6,7.5,94.0,10.9,350,150,100,350,400,150,300,100,0.570388442420238
15.0,10.2,0.0,8.7,2.0,0.8,62.0,11.3,250,250,150,200,450,250,450,300,0.6028946940037584
29.0,23.3,0.0,13.0,4.0,4.0,52.0,11.3,300,350,300,400,150,300,100,350,0.6373264029981492
21.3,20.5,0.0,0.0,1.7,10.0,92.0,11.3,250,400,350,150,100,450,350,150,0.6141076518670633
28.1,22.3,0.0,11.9,2.6,7.5,67.0,11.9,300,150,150,250,100,400,400,200,0.6193177130964778
22.0,19.5,0.0,0.0,3.2,10.0,90.0,11.0,350,150,100,400,450,300,250,350,0.6224890547143821
22.1,17.3,39.81397513719163,4.8,1.9,7.5,68.0,11.0,450,150,200,450,400,150,150,100,0.4340714540911721
9.8,5.5,0.0,5.7,3.6,7.0,64.0,11.0,150,150,400,250,200,250,450,450,0.5890767055257463
31.1,23.2,0.0,12.1,2.3,5.0,58.0,12.6,350,200,150,100,200,200,200,350,0.6139943896664238
12.5,6.6000000000000005,95.38237078102766,7.2,5.5,4.5,62.0,10.9,100,150,350,150,200,200,300,450,0.4100280910206946
34.099999999999994,29.7,0.0,7.0,2.8,7.0,68.0,11.4,350,250,400,250,450,100,400,350,0.6647358555528946
28.0,23.4,53.9107628407288,7.7,2.1,7.0,66.0,11.9,100,100,350,400,200,150,450,400,0.44786814900745286
17.6,13.299999999999999,9.895000537638403,4.2,2.0,3.3,62.0,11.0,250,200,450,200,450,250,100,200,0.4271485108341769
19.900000000000002,14.299999999999999,21.321076764683756,11.7,2.6,3.0,54.0,11.9,200,100,150,150,200,100,350,300,0.4113190100086589
21.3,14.1,64.86691775884049,10.5,1.4,0.0,57.0,11.0,150,100,450,400,350,450,350,450,0.4547261552523877
28.2,22.0,73.57552783598557,9.7,2.2,5.8,56.0,11.3,250,450,100,450,450,200,250,350,0.4606966548068016
29.3,25.2,0.0,5.7,1.7,7.0,70.0,11.4,400,250,400,350,450,400,450,450,0.6816119234481717
33.8,28.9,0.0,9.3,3.4,5.0,72.0,11.3,150,200,200,350,400,250,350,100,0.6372131407975098
29.1,24.0,0.0,3.7,2.3,9.5,51.0,11.9,150,300,300,300,350,400,100,350,0.6355142077879181
5.5,2.2,26.480808691222116,4.3,4.5,6.3,70.0,11.3,400,200,250,200,250,150,150,450,0.4022825780861678
27.3,24.5,0.0,0.1,4.1,10.0,95.0,11.0,100,450,250,150,150,300,300,450,0.6266797561380416
37.8,32.900000000000006,0.0,10.1,4.1,6.3,58.0,11.3,400,300,100,300,350,100,200,250,0.647973049858257
30.400000000000002,26.0,75.71313789756033,7.3,2.8,10.0,65.0,11.0,400,250,450,450,150,300,300,450,0.47296038362127346
17.0,12.799999999999999,0.0,6.8,1.9,7.8,69.0,11.3,100,250,150,100,400,250,450,450,0.6013090231948062
21.8,13.7,0.0,10.1,1.6,2.3,47.0,11.3,450,200,200,150,300,250,300,350,0.6147872250709
29.5,25.2,0.0,6.1,3.5,7.5,61.0,11.3,150,450,100,450,450,450,200,200,0.6484260986608148
23.0,17.5,26.42153707406019,10.6,3.9,3.0,43.0,11.3,450,450,400,450,150,250,450,450,0.4704592284036853
21.3,17.099999999999998,10.308728404302334,7.5,5.0,8.0,61.0,12.6,150,450,100,100,100,200,400,150,0.41536325475668645
7.1,3.7,0.0,7.8,3.4,5.8,81.0,11.0,150,200,200,150,250,250,150,450,0.5591754845569331
21.5,15.799999999999999,7.4653582301090164,13.0,3.5,1.5,43.0,11.0,250,450,350,400,100,400,150,100,0.4390153267381016
25.6,23.8,86.91406869540769,0.1,1.3,10.0,76.0,11.9,450,150,250,450,350,150,100,150,0.439315811807887
29.7,25.7,0.0,6.1,1.9,10.0,60.0,11.3,250,100,400,200,450,100,200,450,0.6342683235808844
21.0,16.0,0.0,10.0,4.6,1.3,55.0,11.3,250,450,200,100,200,150,400,350,0.6088975906376488
27.6,24.2,87.87428195394375,2.3,2.8,9.5,73.0,11.9,200,200,450,450,350,300,300,300,0.4604546075275686
25.3,20.099999999999998,0.0,4.3,3.1,9.5,61.0,11.3,300,450,450,250,450,250,250,300,0.6478597876576175
22.900000000000002,17.599999999999998,48.36503660863414,10.7,2.6,8.0,62.0,11.0,300,250,300,350,350,100,100,150,0.4307634746083212
22.8,15.5,30.510053568311793,10.4,2.1,0.0,49.0,10.9,300,400,250,450,350,450,350,400,0.4650535058330148
21.900000000000002,15.7,0.0,9.3,1.5,2.8,77.0,11.9,250,100,150,150,300,100,100,250,0.5745791438438975
26.900000000000002,26.099999999999998,0.0,0.2,2.9,10.0,93.0,11.0,150,250,400,300,200,150,450,150,0.6216962193099059
6.7,3.2,35.43387545881516,4.3,2.7,8.8,66.0,11.9,150,200,450,150,100,350,350,450,0.40994740859428364
24.6,17.0,5.230851812649707,12.6,2.0,0.0,40.0,11.3,350,150,100,150,200,200,350,200,0.42806721354329585
16.900000000000002,15.0,0.0,0.0,3.1,7.8,90.0,11.4,350,250,400,300,150,150,350,250,0.6016488097967245
10.9,10.0,0.0,0.0,1.4,10.0,97.0,11.0,150,250,250,150,300,200,200,250,0.5651783811908236
11.3,6.2,79.2575165219933,7.9,1.8,8.0,65.0,11.4,200,450,350,150,400,300,100,350,0.4222111374087553
23.1,22.099999999999998,0.0,0.0,1.4,10.0,96.0,10.9,200,150,250,400,150,350,400,350,0.6209033839054299
28.8,26.0,0.0,0.0,3.6,10.0,92.0,10.8,100,400,350,150,450,200,150,200,0.6241879877239739
27.900000000000002,23.8,0.0,1.5,1.5,10.0,81.0,11.9,400,100,450,150,300,150,200,200,0.6173922556856072
12.4,6.0,0.0,10.1,2.5,1.3,59.0,12.6,450,100,150,250,150,100,250,250,0.5629131371780348
11.9,8.299999999999999,0.0,6.7,3.8,4.0,68.0,11.0,250,450,300,300,300,400,200,300,0.603574267207595
22.1,16.2,0.0,6.6,2.9,2.0,68.0,11.3,400,450,200,400,150,250,450,400,0.6403844824154142
30.400000000000002,26.599999999999998,0.0,0.7,2.5,9.8,85.0,11.0,350,250,400,250,350,450,150,250,0.6484260986608148
6.1,1.2,0.0,8.7,2.4,1.5,43.0,11.3,400,100,350,250,350,350,450,250,0.5894164921276646
16.7,11.7,19.355004068855163,5.1,6.2,6.0,67.0,10.9,450,150,300,350,100,450,150,150,0.4237441047275471
31.7,28.3,3.661967289380068,4.5,5.5,9.5,81.0,10.8,300,350,350,250,150,350,100,150,0.45759262296504405
15.700000000000001,14.399999999999999,0.0,0.0,1.7,10.0,85.0,11.0,100,300,300,150,150,200,400,150,0.5783167964649991
15.0,8.799999999999999,0.0,7.8,3.5,2.0,65.0,11.3,300,450,400,450,300,350,400,300,0.6334754881764082
29.7,23.9,31.698430625538293,10.7,2.6,7.8,52.0,12.6,350,250,400,350,400,100,350,350,0.46577964767070035
21.400000000000002,14.6,21.740810728429544,5.2,2.5,7.5,65.0,11.9,200,150,200,200,400,450,350,450,0.4436726629513278
19.7,16.6,0.0,0.0,3.1,6.8,81.0,11.4,200,250,400,250,150,200,350,200,0.5983642059781807
11.4,6.2,0.0,10.7,5.8,5.3,41.0,10.8,450,350,100,150,100,100,350,100,0.565518167792742
22.400000000000002,15.2,0.0,11.5,3.1,3.5,44.0,11.0,350,100,200,250,200,150,450,100,0.5988172547807384
32.5,27.8,0.0,5.5,2.7,9.5,81.0,11.3,250,150,300,250,400,450,200,350,0.6498985072691276
12.3,8.4,99.14307621099664,4.5,1.7,7.5,73.0,11.9,400,100,150,450,250,350,450,300,0.42914982608010116
28.3,22.9,0.0,3.1,2.0,9.8,68.0,12.6,150,250,400,350,400,450,450,250,0.6573738125113308
28.0,23.4,0.0,9.6,2.1,6.3,65.0,10.9,100,450,200,150,200,300,200,150,0.611729145653635
11.700000000000001,7.3,89.73330709749584,2.3,1.8,8.8,56.0,11.3,350,100,450,200,350,300,300,350,0.42543843446519525
14.600000000000001,10.799999999999999,0.0,8.2,4.0,7.3,64.0,10.9,300,100,350,100,300,450,350,200,0.5954193887615551
16.1,10.6,0.0,8.8,2.2,6.8,62.0,11.3,300,350,350,300,150,300,450,250,0.6125219810581112
12.5,8.7,0.0,7.9,4.0,4.3,63.0,11.9,300,400,300,300,250,100,200,300,0.5880573457199912
19.3,14.399999999999999,204.68938480745794,10.4,5.3,4.8,54.0,11.4,200,400,250,200,400,300,450,250,0.44157491974739493
6.3999999999999995,3.0,0.0,9.6,5.5,1.3,46.0,10.9,150,250,300,100,350,100,300,450,0.5661977409965786
29.900000000000002,26.099999999999998,0.0,0.7,1.7,10.0,76.0,11.0,250,250,350,400,150,450,100,200,0.6334754881764082
14.8,11.299999999999999,0.0,0.8,1.9,9.5,74.0,11.3,300,350,200,200,200,100,150,150,0.5694823448151225
32.199999999999996,28.7,0.0,1.4,2.0,9.8,82.0,11.0,150,350,400,450,350,100,400,400,0.6611114651324324
20.3,19.2,60.7130983599233,0.0,4.8,10.0,94.0,11.3,450,250,100,150,350,150,450,350,0.43665329173632406
18.0,14.399999999999999,0.0,5.5,3.5,9.3,55.0,11.4,400,150,400,150,450,300,300,450,0.6252073475297288
16.3,9.5,0.0,8.0,2.6,7.3,54.0,11.3,250,300,450,450,150,100,350,350,0.6103699992459617
18.7,14.6,0.0,1.8,3.8,10.0,83.0,12.6,100,100,200,200,100,350,200,250,0.5672171008023336
13.600000000000001,8.799999999999999,0.0,9.7,4.2,0.5,45.0,11.0,250,300,100,200,400,150,150,450,0.5855655773059235
10.700000000000001,8.1,11.158251624417625,0.0,2.9,10.0,77.0,11.9,350,400,150,450,200,300,200,250,0.4199564065039798
24.6,19.4,0.0,5.5,2.2,7.5,76.0,11.3,150,400,150,150,200,100,250,350,0.6007427121916089
30.5,25.599999999999998,0.0,9.0,2.3,3.8,72.0,11.4,450,300,100,200,450,250,300,450,0.6534096354889503
12.5,10.0,29.06845766123783,0.2,1.8,7.5,65.0,11.3,350,450,100,150,450,200,100,350,0.41906452277879924
14.100000000000001,10.899999999999999,19.19370779272588,9.8,6.4,3.3,52.0,11.4,300,300,300,350,400,100,200,250,0.4218884091268437
14.8,11.7,0.0,5.2,2.7,7.5,77.0,11.0,350,250,450,350,250,300,400,400,0.6232818901188583
33.4,28.7,0.0,9.2,2.2,8.0,72.0,11.4,450,400,350,200,400,150,300,300,0.6631501847439424
29.900000000000002,25.099999999999998,0.0,11.2,5.0,0.0,55.0,11.0,200,150,450,400,100,150,450,400,0.6423099398262848
18.7,12.7,0.0,9.5,2.3,4.5,67.0,11.4,250,100,350,300,450,350,400,450,0.6297378355553066
10.5,8.4,0.0,0.0,1.9,10.0,64.0,10.8,250,250,150,200,150,400,300,300,0.5759382902515708
30.1,24.2,11.352168718340552,11.2,2.5,0.0,60.0,12.6,250,150,300,400,250,400,450,100,0.45706986974380853
10.9,9.6,0.0,0.2,2.2,7.5,82.0,12.6,350,450,350,300,100,200,450,400,0.6075384442299756
29.400000000000002,26.3,0.0,1.0,2.9,10.0,89.0,11.0,400,100,150,100,450,400,200,350,0.6330224393738504
26.2,24.8,0.0,0.0,3.0,10.0,97.0,11.0,350,250,300,350,450,100,250,150,0.626566493937402
23.3,16.3,35.230890390766135,9.8,2.8,5.8,49.0,10.8,250,250,400,350,350,300,250,200,0.4456090410679451
21.1,17.0,0.0,3.0,1.7,7.5,75.0,11.0,250,400,300,150,400,300,100,400,0.6179585666888044
29.400000000000002,23.2,0.0,13.0,4.4,3.8,54.0,11.0,350,200,300,150,150,250,250,200,0.6192044508958383
16.5,14.6,17.226736267485034,0.0,3.4,9.8,80.0,10.9,300,100,100,250,100,350,400,150,0.41333608047546966
29.1,24.0,78.59727786195728,3.7,2.3,9.5,51.0,11.3,250,250,300,350,400,350,100,150,0.4489977029772068
36.5,31.9,0.0,9.6,3.4,5.8,72.0,11.3,250,350,200,400,150,150,400,300,0.6542024708934264
31.0,25.9,0.0,13.5,3.1,0.3,57.0,10.8,100,450,150,450,100,350,450,450,0.6562411905049365
12.200000000000001,8.799999999999999,2.7554183082935477,3.0,2.6,7.0,73.0,10.8,350,250,100,250,200,200,250,300,0.4283618503692174
19.3,15.399999999999999,0.0,3.9,1.5,7.5,69.0,11.0,450,350,400,200,200,100,350,150,0.6091241150389278
29.7,24.599999999999998,0.0,6.9,2.6,7.3,68.0,10.9,400,200,150,350,200,100,400,100,0.622715579115661
15.8,13.299999999999999,23.585563539045044,0.9,4.9,7.8,80.0,11.0,400,350,250,300,250,450,450,150,0.43955785910548073
13.700000000000001,9.6,0.0,3.2,3.7,2.0,70.0,12.6,150,250,350,450,150,300,300,350,0.597684632774344
19.8,14.799999999999999,19.66504006104708,3.4,1.4,9.0,64.0,12.6,200,400,100,150,100,200,350,100,0.4101087743109448
13.4,8.7,18.227169468149036,5.0,2.4,8.0,68.0,11.3,450,150,250,300,400,100,250,150,0.4172088306725074
9.200000000000001,9.0,0.0,0.0,2.4,10.0,97.0,12.6,200,250,200,400,150,150,250,450,0.5732199974362242
12.0,8.2,65.46447548914843,1.1,1.8,8.5,73.0,12.6,150,400,200,300,300,200,450,450,0.4281009545367582
22.900000000000002,21.9,8.625591671828444,0.1,1.4,9.8,95.0,11.9,100,100,200,350,400,300,250,450,0.438082350148315
